source	sources	company	title	location	url	posted_ts	age_days	sponsorship_hint	salary	category
linkedin	linkedin	Horizon3.ai	Senior Product Marketing Manager, Internal & Cloud Pentesting	United States	https://www.linkedin.com/jobs/view/4459472116	2026-09-19	1.46			
linkedin	linkedin	Tempo Software	Senior Product Marketing Manager	United States	https://www.linkedin.com/jobs/view/4460558376	2026-09-19	1.46			
linkedin	linkedin	Bruker	Senior Product Marketing Manager	United States	https://www.linkedin.com/jobs/view/4469596238	2026-09-20	0.46			
linkedin	linkedin	Happen Bank	Credit Strategy & Pricing Manager	San Francisco, CA	https://www.linkedin.com/jobs/view/4451005189	2026-09-19	1.46			
linkedin	linkedin	Ramp	Senior Manager, Deal Desk	San Francisco, CA	https://www.linkedin.com/jobs/view/4450760840	2026-09-19	1.46			
linkedin	linkedin	Amazon	Sr. Product Marketing Manager, Ads Marketing	Sunnyvale, CA	https://www.linkedin.com/jobs/view/4460537841	2026-09-19	1.46			
linkedin	linkedin	Google	Product Manager, Search Ads Quality Modeling	Mountain View, CA	https://www.linkedin.com/jobs/view/4458972960	2026-09-19	1.46			
linkedin	linkedin	Evlo AI	Revenue Operations Analyst	San Francisco, CA	https://www.linkedin.com/jobs/view/4468413149	2026-09-19	1.46			
linkedin	linkedin	Decagon	Revenue Operations Associate	San Francisco, CA	https://www.linkedin.com/jobs/view/4450772527	2026-09-19	1.46			
linkedin	linkedin	Amazon Web Services (AWS)	Specialist Strategy & Sales Operations Lead, Specialist Strategy & Sales Operations	San Jose, CA	https://www.linkedin.com/jobs/view/4460819003	2026-09-19	1.46			
linkedin	linkedin	Gusto	Health Insurance Sales Operations Analyst	San Francisco Bay Area	https://www.linkedin.com/jobs/view/4469553868	2026-09-19	1.46			
linkedin	linkedin	Amazon Web Services (AWS)	Specialist Strategy & Sales Operations Lead, Specialist Strategy & Sales Operations	San Francisco, CA	https://www.linkedin.com/jobs/view/4460808731	2026-09-19	1.46			
linkedin	linkedin	PROCEPT BioRobotics	Senior Manager, Sales Operations	San Jose, CA	https://www.linkedin.com/jobs/view/4460536207	2026-09-19	1.46			
linkedin	linkedin	MongoDB	Revenue Operations Manager	Palo Alto, CA	https://www.linkedin.com/jobs/view/4460557073	2026-09-19	1.46			
linkedin	linkedin	Russell Tobin	Sales Operations Specialist, Quote-to-Cash (Mid-Market SaaS)	San Francisco, CA	https://www.linkedin.com/jobs/view/4450781817	2026-09-19	1.46			
linkedin	linkedin	Toast	Strategic Finance Manager, Go-To-Market	San Francisco, CA	https://www.linkedin.com/jobs/view/4423007103	2026-09-20	0.46			
linkedin	linkedin	Vanta	GTM Strategy & Operations Analyst, Account Management	United States	https://www.linkedin.com/jobs/view/4459441110	2026-09-19	1.46			
linkedin	linkedin	ChowNow	GTM Strategy & Analytics Manager	United States	https://www.linkedin.com/jobs/view/4459448953	2026-09-19	1.46			
linkedin	linkedin	Jack & Jill	Product Manager, Core Products ($140K-$200K + Equity) at Infilla	San Francisco, CA	https://www.linkedin.com/jobs/view/4468452367	2026-09-20	0.46			
linkedin	linkedin	Cyngn	Senior Product Manager, Cyngn Insight & Fleet Management	Mountain View, CA	https://www.linkedin.com/jobs/view/4433020234	2026-09-19	1.46			
linkedin	linkedin	Zip	Senior Product Manager, AP Automation	San Francisco, CA	https://www.linkedin.com/jobs/view/4432175417	2026-09-19	1.46			
linkedin	linkedin	Supermicro	Sr. Product Manager (26085)	San Jose, CA	https://www.linkedin.com/jobs/view/4333232214	2026-09-20	0.46			
linkedin	linkedin	Adobe	Senior Product Manager, Data Platform - Knowledge & Retrieval	San Jose, CA	https://www.linkedin.com/jobs/view/4450399025	2026-09-20	0.46			
linkedin	linkedin	Databricks	Staff Product Manager, Serverless Workspaces	San Francisco, CA	https://www.linkedin.com/jobs/view/4372649369	2026-09-20	0.46			
